"Priority","Long name","units","description","comment","Variable Name","CF Standard Name","cell_methods","positive","type","dimensions","CMOR Name","modeling_realm","frequency","cell_measures","prov","provNote","rowIndex","vid","MIPs (requesting)","MIPs (by experiment)","uid","AWI","CNRM","CMCC","ECEarth","MPI","METOFFICE","MO_key","STASH"
"1","toa outgoing longwave radiation","W m-2","at the top of the atmosphere (to be compared with satellite measurements)","at the top of the atmosphere.","rlut","toa_outgoing_longwave_flux","time: mean","up","real","longitude latitude time","rlut","atmos","day","area: areacella","CMIP5 [day] ((isd.002))",,"54","63345d9732c72b97ca395f24ce2d6642","AerChemMIP,CFMIP,CORDEX,DAMIP,DCPP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","bab59c66-e5dd-11e5-8482-ac72891c3257","x",1,"False","x","x","UM:1","lo-la-ti__rlut","m01s03i332"
"1","X-Component of Sea Ice Velocity","m s-1","""Reported as """"missing"""" in regions free of sea ice.""","""Reported as """"missing"""" in regions free of sea ice.""","usi","sea_ice_x_velocity","time: mean","None","real","longitude latitude time","usi","seaIce ocean","day",,"CMIP5 [day] ((isd.002))",,"56","c6370efe91252278184b828034d14844","AerChemMIP,CFMIP,CORDEX,DAMIP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","babb870c-e5dd-11e5-8482-ac72891c3257","x",1,"False","x","x","CICE:1","lo-la-ti__usi",
"1","Y-Component of Sea Ice Velocity","m s-1","""Reported as """"missing"""" in regions free of sea ice.""","""Reported as """"missing"""" in regions free of sea ice.""","vsi","sea_ice_y_velocity","time: mean","None","real","longitude latitude time","vsi","seaIce ocean","day",,"CMIP5 [day] ((isd.002))",,"57","0fe3908dee3ceea757f8f565584384f1","AerChemMIP,CFMIP,CORDEX,DAMIP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","babcf60a-e5dd-11e5-8482-ac72891c3257","x",1,"False","x","x","CICE:1","lo-la-ti__vsi",
"1","Sea Ice Area Fraction","1.0","fraction of grid cell covered by sea ice.","fraction of grid cell covered by sea ice.","sic","sea_ice_area_fraction","time: mean","None","real","longitude latitude time","sic","seaIce ocean","day","area: areacello","CMIP5 [day] ((isd.002))",,"58","8ea3512238fefeb263bd7d45b093ea42","AerChemMIP,CFMIP,CORDEX,DAMIP,DCPP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DCPP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","bab7842c-e5dd-11e5-8482-ac72891c3257","x",1,"False","x","x","UM:1","lo-la-ti__sic","m01s00i031"
"1","Sea Ice Thickness","m","the mean thickness of sea ice in the ocean portion of the grid cell (averaging over the entire ocean portion, including the ice-free fraction).  Reported as 0.0 in regions free of sea ice.","the mean thickness of sea ice in the ocean portion of the grid cell (averaging over the entire ocean portion, including the ice-free fraction).  Reported as 0.0 in regions free of sea ice.","sit","sea_ice_thickness","time: mean area: mean where sea","None","real","longitude latitude time","sit","seaIce ocean","day","area: areacello","CMIP5 [day] ((isd.002))",,"59","e7852d30989d0c1bdf0affd3326ad942","AerChemMIP,CFMIP,CORDEX,DAMIP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","bab7a2ae-e5dd-11e5-8482-ac72891c3257","x",1,"False","x","x","UM:1","lo-la-ti_a:m-sea_sit","m01s00i032"
"1","Air Temperature","K",,"None","ta","air_temperature","time: mean","None","real","longitude latitude plev8 time","ta","atmos","day","area: areacella","CMIP5 [day] ((isd.002))",,"62","b9c3eb96337c69c1c4a5aab1317f5563","AerChemMIP,CFMIP,CORDEX,DAMIP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","bab902e8-e5dd-11e5-8482-ac72891c3257","x",1,"T","x","x","UM:1","lo-la-p-ti__ta","m01s30i204,m01s30i301"
"1","Relative Humidity","%","This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.","This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.","hur","relative_humidity","time: mean","None","real","longitude latitude plev8 time","hur","atmos","day","area: areacella","CMIP5 [day] ((isd.002))",,"63","3cc6766c2d001a58d18dfe7f60fd5e66","AerChemMIP,CFMIP,CORDEX,DAMIP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","baafec80-e5dd-11e5-8482-ac72891c3257","x",1,"RELHUM","x","x","UM:1","lo-la-p-ti__hur","m01s30i206,m01s30i301"
"1","Specific Humidity","1.0",,"None","hus","specific_humidity","time: mean","None","real","longitude latitude plev8 time","hus","atmos","day","area: areacella","CMIP5 [day] ((isd.002))",,"64","53f4724d228998d54191c73352532ce3","AerChemMIP,CFMIP,CORDEX,DAMIP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","bab0135e-e5dd-11e5-8482-ac72891c3257","x",1,"Q","x","x","UM:1","lo-la-p-ti__hus","m01s30i205,m01s30i301"
"1","omega (=dp/dt)","Pa s-1","commonly referred to as """"omega"""", this represents the vertical component of velocity in pressure coordinates (positive down)","commonly referred to as """"omega"""", this represents the vertical component of velocity in pressure coordinates (positive down)","wap","lagrangian_tendency_of_air_pressure","time: mean","None","real","longitude latitude plev8 time","wap","atmos","day","area: areacella","CMIP5 [day] ((isd.002))",,"65","51fb29dd55442361fa9c5dbe23aca9c6","AerChemMIP,CFMIP,CORDEX,DAMIP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","babd0e56-e5dd-11e5-8482-ac72891c3257","False",1,"False","x","x","UM:1","lo-la-p-ti__wap","m01s30i208,m01s30i301"
"1","Northward Wind","m s-1",,"None","va","northward_wind","time: mean","None","real","longitude latitude plev8 time","va","atmos","day",,"CMIP5 [day] ((isd.002))",,"66","2dedcb347c18e132a2f4d625abf94585","AerChemMIP,CFMIP,CORDEX,DAMIP,GMMIP,HighResMIP,VolMIP","AerChemMIP,CFMIP,CMIP6,DAMIP,DECK,GMMIP,HighResMIP,ScenarioMIP,VolMIP","babbbbe6-e5dd-11e5-8482-ac72891c3257","x",1,"False","x","x","UM:1","lo-la-p-ti__va","m01s30i202,m01s30i301"
