"included","table_id","priority","long_name","units","comment","questions & notes","out_name","standard_name","unconfirmed or proposed standard name","unformatted units","cell_methods","valid_min","valid_max","ok_min_mean_abs","ok_max_mean_abs","positive","type","dimensions","name","modeling_realm","frequency","cell_measures","flag_values","flag_meanings","OMIP priority","OMIP override"
0,"Lmon",2,"Temperature of Soil","K","Temperature of each soil layer.  Reported as ""missing"" for grid cells occupied entirely by ""sea"".","If soil layer thicknesses vary from one location to another, interpolate to a standard set of depths.  Ideally, the interpolation should preserve the vertical integral.","tsl","soil_temperature","None","K","time: mean","None","None","None","None","None","real","longitude latitude sdepth time","tsl","land","mon","area: areacella","None","None","",""
0,"Lmon",2,"Plant Functional Type Grid Fraction","%","The categories may differ from model to model, depending on their  PFT definitions.   This may include natural PFTs, anthropogenic PFTs, bare soil, lakes, urban areas, etc.   Sum of all should equal the fraction of the grid-cell that is land.","need to explain how to define vegtype.  To facilitate model comparison, it is also requested that the aggregated land cover types called for in lines 28 to 35 be archived (but not in this variable).  Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).   Note that the ""types"" will be model dependent and for each type there should be a full description of the PFT (plant functional type).","landCoverFrac","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude vegtype time","landCoverFrac","land","mon","area: areacella","None","None","",""
0,"Lmon",2,"Total Primary Deciduous Tree Fraction","%","This is the fraction of the entire grid cell  that is covered by ""total primary deciduous trees.""","Agregation of model PFTs as defined in 1st priority to aid model intercomparison.  Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).","treeFracPrimDec","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time typepdec","treeFracPrimDec","land","mon","area: areacella","None","None","",""
0,"Lmon",2,"Total Primary Evergreen Tree Cover Fraction","%","fraction of entire grid cell  that is covered by primary evergreen trees.","Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).","treeFracPrimEver","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time typepever","treeFracPrimEver","land","mon","area: areacella","None","None","",""
0,"Lmon",2,"Total Secondary Deciduous Tree Cover Fraction","%","fraction of entire grid cell  that is covered by secondary deciduous trees.","Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).","treeFracSecDec","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time typesdec","treeFracSecDec","land","mon","area: areacella","None","None","",""
0,"Lmon",2,"Total Secondary Evergreen Tree Cover Fraction","%","fraction of entire grid cell  that is covered by secondary evergreen trees.","Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).","treeFracSecEver","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time typesever","treeFracSecEver","land","mon","area: areacella","None","None","",""
0,"Lmon",2,"Total C3 PFT Cover Fraction","%","fraction of entire grid cell  that is covered by C3 PFTs (including grass, crops, and trees).","Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).","c3PftFrac","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time typec3pft","c3PftFrac","land","mon","area: areacella","None","None","",""
0,"Lmon",2,"Total C4 PFT Cover Fraction","%","fraction of entire grid cell  that is covered by C4 PFTs (including grass and crops).","Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).","c4PftFrac","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time typec4pft","c4PftFrac","land","mon","area: areacella","None","None","",""
0,"LImon",2,"Liquid Water Content of Snow Layer","kg m-2","where land over land: this is computed as the total mass of liquid water contained interstitially within the snow layer of the land portion of a grid cell divided by the area of the land portion of the cell.","None","lwsnl","liquid_water_content_of_snow_layer","None","kg m-2","time: mean area: mean where land","None","None","None","None","None","real","longitude latitude time","lwsnl","landIce land","mon","area: areacella","None","None","",""
0,"LImon",2,"Snow Soot Content","kg m-2","the entire land portion of the grid cell is considered, with snow soot content set to 0.0 in regions free of snow.","None","sootsn","soot_content_of_surface_snow","None","kg m-2","time: mean area: mean where land","None","None","None","None","None","real","longitude latitude time","sootsn","landIce land","mon","area: areacella","None","None","",""
0,"OImon",2,"Surface Snow Area Fraction","%","Fraction of entire grid cell covered by snow that lies on sea ice; exclude snow that lies on land or land ice.","None","snc","surface_snow_area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","snc","seaIce","mon","area: areacello","None","None","",""
0,"OImon",2,"Sea Ice Heat Content","J m-2","Ice at 0 Celsius is assumed taken to have a heat content of 0 J.  When averaging over time, this quantity is weighted by the mass of sea ice.   Reported as ""missing in regions free of sea ice.  Does not include heat content of snow.","None","hcice","integral_of_sea_ice_temperature_wrt_depth_expressed_as_heat_content","None","J m-2","time: mean (weighted by mass of sea ice)","None","None","None","None","None","real","longitude latitude time","hcice","seaIce","mon","area: areacello","None","None","",""
0,"OImon",2,"Downwelling Long Wave over Sea Ice","W m-2","the downwelling longwave flux in regions of sea ice divided by the area of the ocean portion of the grid cell.","None","rldssi","surface_downwelling_longwave_flux_in_air","None","W m-2","time: mean area: mean where sea_ice over sea","None","None","None","None","down","real","longitude latitude time","rldssi","seaIce","mon","area: areacello","None","None","",""
0,"OImon",2,"Upward Long Wave over Sea Ice","W m-2","the upward longwave flux in regions of sea ice divided by the area of the ocean portion of the grid cell.","None","rlussi","surface_upwelling_longwave_flux_in_air","None","W m-2","time: mean area: mean where sea_ice over sea","None","None","None","None","up","real","longitude latitude time","rlussi","seaIce","mon","area: areacello","None","None","",""
0,"OImon",2,"Surface Upward Sensible Heat Flux over Sea Ice","W m-2","the upward sensible heat flux in regions of sea ice divided by the area of the ocean portion of the grid cell.","None","hfssi","surface_upward_sensible_heat_flux","None","W m-2","time: mean area: mean where sea_ice over sea","None","None","None","None","up","real","longitude latitude time","hfssi","seaIce","mon","area: areacello","None","None","",""
0,"OImon",2,"Surface Upward Latent Heat Flux over Sea Ice","W m-2","the upward latent heat flux in regions of sea ice divided by the area of the ocean portion of the grid cell.","None","hflssi","surface_upward_latent_heat_flux","None","W m-2","time: mean area: mean where sea_ice over sea","None","None","None","None","up","real","longitude latitude time","hflssi","seaIce","mon","area: areacello","None","None","",""
0,"OImon",2,"Sublimation over Sea Ice","kg m-2 s-1","the upward flux of water vapor to the atmosphere due to sublimation of snow and sea  ice in regions of sea ice divided by the area of the ocean portion of the grid cell.","None","sblsi","surface_snow_and_ice_sublimation_flux","None","kg m-2 s-1","time: mean area: mean where sea_ice over sea","None","None","None","None","up","real","longitude latitude time","sblsi","seaIce","mon","area: areacello","None","None","",""
0,"OImon",2,"Sea Ice Mass Transport Through Fram Strait","kg s-1","None","None","transifs","sea_ice_transport_across_line","None","kg s-1","time: mean","None","None","None","None","None","real","time","transifs","seaIce","mon","None","None","None","",""
0,"OImon",2,"X-Component of Atmospheric Stress On Sea Ice","N m-2","When computing the time-mean here, the time samples, weighted by the area of sea ice, are accumulated and then divided by the sum of the weights.   Reported as ""missing"" in regions free of sea ice.","None","strairx","surface_downward_x_stress","None","N m-2","time: mean (weighted by area of sea ice)","None","None","None","None","down","real","longitude latitude time","strairx","seaIce","mon","None","None","None","",""
0,"OImon",2,"Y-Component of Atmospheric Stress On Sea Ice","N m-2","When computing the time-mean here, the time samples, weighted by the area of sea ice, are accumulated and then divided by the sum of the weights.   Reported as ""missing"" in regions free of sea ice.","None","strairy","surface_downward_y_stress","None","N m-2","time: mean (weighted by area of sea ice)","None","None","None","None","down","real","longitude latitude time","strairy","seaIce","mon","None","None","None","",""
0,"OImon",2,"X-Component of Ocean Stress On Sea Ice","N m-2","When computing the time-mean here, the time samples, weighted by the area of sea ice, are accumulated and then divided by the sum of the weights.   Report as ""missing"" in regions free of sea ice.","None","strocnx","upward_x_stress_at_sea_ice_base","None","N m-2","time: mean (weighted by area of sea ice)","None","None","None","None","None","real","longitude latitude time","strocnx","seaIce ocean","mon","None","None","None","",""
0,"OImon",2,"Y-Component of Ocean Stress On Sea Ice","N m-2","When computing the time-mean here, the time samples, weighted by the area of sea ice, are accumulated and then divided by the sum of the weights.   Reported as ""missing"" in regions free of sea ice.","None","strocny","upward_y_stress_at_sea_ice_base","None","N m-2","time: mean (weighted by area of sea ice)","None","None","None","None","None","real","longitude latitude time","strocny","seaIce ocean","mon","None","None","None","",""
